Date,Time,Crime_Type,Latitude,Longitude,Address,District,Description,Status,Response_Time_Minutes
2025-02-03,09:57:08,Burglary,41.9122,-87.661,9653 Washington Blvd,West,Reported burglary incident at 9653 Washington Blvd.,Active,53
2025-02-03,13:33:52,Motor Vehicle Theft,41.9124,-87.614,9121 Broadway,East,Reported motor vehicle theft incident at 9121 Broadway.,Closed,51
2025-02-04,01:42:35,Narcotics Distribution,41.9324,-87.6353,3006 Park Ln,North,Reported narcotics distribution incident at 3006 Park Ln.,Active,27
2025-02-04,05:15:24,Drug Trafficking,41.9449,-87.5942,917 Broadway,Central,Reported drug trafficking incident at 917 Broadway.,Closed,35
2025-02-04,06:47:52,Violent Disorder,41.8041,-87.6003,3930 Washington Blvd,Central,Reported violent disorder incident at 3930 Washington Blvd.,Under Investigation,55
2025-02-04,07:53:35,Robbery,41.8192,-87.6128,7519 Elm St,West,Reported robbery incident at 7519 Elm St.,Closed,42
2025-02-04,11:10:40,Larceny,41.9348,-87.694,4208 Cedar St,North,Reported larceny incident at 4208 Cedar St.,Cleared by Arrest,6
2025-02-04,11:22:56,Larceny,41.9614,-87.6932,4069 Elm St,Uptown,Reported larceny incident at 4069 Elm St.,Closed,39
2025-02-04,15:22:39,Drug Trafficking,41.8867,-87.6434,4173 Park Ln,North,Reported drug trafficking incident at 4173 Park Ln.,Active,24
2025-02-04,22:07:28,Vandalism,41.8976,-87.6015,4170 Oak Ave,Central,Reported vandalism incident at 4170 Oak Ave.,Cleared by Arrest,39
2025-02-05,01:41:26,Drug Possession,41.8489,-87.6479,5077 Main St,Suburban,Reported drug possession incident at 5077 Main St.,Under Investigation,58
2025-02-05,04:46:02,Homicide,41.9362,-87.5973,1416 Maple Dr,Uptown,Reported homicide incident at 1416 Maple Dr.,Active,30
2025-02-05,06:15:07,Vandalism,41.9264,-87.7037,1116 Maple Dr,Central,Reported vandalism incident at 1116 Maple Dr.,Closed,22
2025-02-05,12:33:51,Motor Vehicle Theft,41.8943,-87.5779,6493 Maple Dr,South,Reported motor vehicle theft incident at 6493 Maple Dr.,Cleared by Arrest,19
2025-02-05,18:36:52,Homicide,41.9757,-87.6987,4978 Maple Dr,West,Reported homicide incident at 4978 Maple Dr.,Under Investigation,28
2025-02-05,23:54:02,Burglary,41.929,-87.559,1711 Maple Dr,Central,Reported burglary incident at 1711 Maple Dr.,Under Investigation,39
2025-02-06,00:25:33,Drug Possession,41.957,-87.5866,4544 Maple Dr,Downtown,Reported drug possession incident at 4544 Maple Dr.,Active,48
2025-02-06,19:57:58,Burglary,41.8791,-87.59,5218 Maple Dr,Central,Reported burglary incident at 5218 Maple Dr.,Cleared by Arrest,56
2025-02-06,22:11:59,Violent Disorder,41.9752,-87.6381,6234 Broadway,West,Reported violent disorder incident at 6234 Broadway.,Active,10
2025-02-07,03:14:26,Vandalism,41.9479,-87.5932,8164 Park Ln,South,Reported vandalism incident at 8164 Park Ln.,Active,48
2025-02-07,07:03:02,Burglary,41.8587,-87.6539,8141 Maple Dr,Downtown,Reported burglary incident at 8141 Maple Dr.,Cleared by Arrest,45
2025-02-07,11:26:10,Narcotics Distribution,41.8123,-87.7032,3738 Washington Blvd,Downtown,Reported narcotics distribution incident at 3738 Washington Blvd.,Cleared by Arrest,41
2025-02-07,14:26:37,Disorderly Conduct,41.8092,-87.5995,1396 Park Ln,South,Reported disorderly conduct incident at 1396 Park Ln.,Active,9
2025-02-07,22:03:56,Simple Assault,41.8835,-87.5916,9181 Main St,South,Reported simple assault incident at 9181 Main St.,Cleared by Arrest,48
2025-02-07,22:27:15,Arson,41.9039,-87.7279,6325 Maple Dr,Uptown,Reported arson incident at 6325 Maple Dr.,Closed,9
2025-02-07,22:47:09,Larceny,41.79,-87.7239,7538 Elm St,South,Reported larceny incident at 7538 Elm St.,Under Investigation,55
2025-02-07,23:32:30,Loitering,41.9601,-87.6636,5730 Park Ln,Central,Reported loitering incident at 5730 Park Ln.,Cleared by Arrest,57
2025-02-08,06:24:27,Loitering,41.9496,-87.6288,951 Park Ln,West,Reported loitering incident at 951 Park Ln.,Closed,30
2025-02-08,10:40:29,Motor Vehicle Theft,41.7794,-87.6573,3450 Broadway,Downtown,Reported motor vehicle theft incident at 3450 Broadway.,Closed,14
2025-02-08,11:03:35,Violent Disorder,41.887,-87.554,127 Elm St,West,Reported violent disorder incident at 127 Elm St.,Closed,47
2025-02-08,14:33:53,Narcotics Distribution,41.9253,-87.6495,7033 Broadway,Suburban,Reported narcotics distribution incident at 7033 Broadway.,Under Investigation,41
2025-02-08,18:56:49,Burglary,41.8145,-87.5635,3358 Washington Blvd,East,Reported burglary incident at 3358 Washington Blvd.,Under Investigation,33
2025-02-09,06:55:44,Fraud,41.9112,-87.5667,3811 Broadway,West,Reported fraud incident at 3811 Broadway.,Active,12
2025-02-09,12:58:26,Narcotics Distribution,41.9357,-87.6852,2085 Broadway,West,Reported narcotics distribution incident at 2085 Broadway.,Under Investigation,46
2025-02-09,16:50:18,Robbery,41.9586,-87.6316,8237 Main St,Uptown,Reported robbery incident at 8237 Main St.,Under Investigation,41
2025-02-09,19:26:44,Simple Assault,41.9693,-87.6031,9237 Park Ln,Central,Reported simple assault incident at 9237 Park Ln.,Closed,15
2025-02-09,21:18:29,Vandalism,41.9406,-87.6812,4895 Park Ln,Uptown,Reported vandalism incident at 4895 Park Ln.,Under Investigation,8
2025-02-09,22:15:08,Motor Vehicle Theft,41.9495,-87.6011,8559 Maple Dr,Downtown,Reported motor vehicle theft incident at 8559 Maple Dr.,Active,29
2025-02-09,22:15:55,Burglary,41.8013,-87.6208,6908 Park Ln,Uptown,Reported burglary incident at 6908 Park Ln.,Cleared by Arrest,18
2025-02-10,04:54:18,Larceny,41.8355,-87.576,1316 Elm St,Suburban,Reported larceny incident at 1316 Elm St.,Closed,34
2025-02-10,05:16:12,Loitering,41.7898,-87.5539,7833 Main St,Downtown,Reported loitering incident at 7833 Main St.,Active,29
2025-02-10,05:51:13,Homicide,41.7819,-87.5502,3891 Elm St,South,Reported homicide incident at 3891 Elm St.,Under Investigation,11
2025-02-10,06:37:01,Vandalism,41.9639,-87.6323,5743 Park Ln,Downtown,Reported vandalism incident at 5743 Park Ln.,Active,13
2025-02-10,11:54:49,Homicide,41.91,-87.602,3467 Washington Blvd,North,Reported homicide incident at 3467 Washington Blvd.,Cleared by Arrest,42
2025-02-10,19:40:17,Arson,41.7853,-87.5606,9284 Broadway,West,Reported arson incident at 9284 Broadway.,Active,6
2025-02-11,00:58:45,Simple Assault,41.9689,-87.6034,811 Cedar St,East,Reported simple assault incident at 811 Cedar St.,Active,18
2025-02-11,02:24:23,Drug Possession,41.7985,-87.595,9564 Washington Blvd,Central,Reported drug possession incident at 9564 Washington Blvd.,Under Investigation,15
2025-02-11,07:43:19,Vandalism,41.9223,-87.7,9437 Cedar St,West,Reported vandalism incident at 9437 Cedar St.,Active,59
2025-02-11,10:05:44,Violent Disorder,41.9555,-87.5502,9416 Oak Ave,Central,Reported violent disorder incident at 9416 Oak Ave.,Under Investigation,10
2025-02-11,11:12:48,Burglary,41.9747,-87.624,1963 Maple Dr,South,Reported burglary incident at 1963 Maple Dr.,Closed,21
2025-02-11,14:32:45,Narcotics Distribution,41.9297,-87.5773,1820 Oak Ave,West,Reported narcotics distribution incident at 1820 Oak Ave.,Cleared by Arrest,31
2025-02-11,17:08:57,Drug Possession,41.8945,-87.7294,1220 Broadway,Downtown,Reported drug possession incident at 1220 Broadway.,Under Investigation,38
2025-02-11,23:39:35,Violent Disorder,41.8467,-87.6601,7643 Maple Dr,North,Reported violent disorder incident at 7643 Maple Dr.,Closed,23
2025-02-12,06:11:53,Robbery,41.8883,-87.5466,9603 Oak Ave,West,Reported robbery incident at 9603 Oak Ave.,Under Investigation,8
2025-02-12,17:13:48,Violent Disorder,41.7994,-87.5324,4718 Main St,West,Reported violent disorder incident at 4718 Main St.,Closed,9
2025-02-12,22:10:18,Motor Vehicle Theft,41.9334,-87.6394,6021 Washington Blvd,Downtown,Reported motor vehicle theft incident at 6021 Washington Blvd.,Closed,50
2025-02-13,01:11:48,Homicide,41.8954,-87.5752,8719 Broadway,South,Reported homicide incident at 8719 Broadway.,Active,35
2025-02-13,02:21:15,Robbery,41.8422,-87.6132,3775 Maple Dr,Central,Reported robbery incident at 3775 Maple Dr.,Active,6
2025-02-13,04:37:12,Narcotics Distribution,41.8994,-87.6896,8681 Park Ln,West,Reported narcotics distribution incident at 8681 Park Ln.,Closed,53
2025-02-13,05:52:47,Fraud,41.903,-87.665,6831 Washington Blvd,Central,Reported fraud incident at 6831 Washington Blvd.,Under Investigation,10
2025-02-13,07:40:48,Property Theft,41.9406,-87.6576,7404 Cedar St,South,Reported property theft incident at 7404 Cedar St.,Under Investigation,6
2025-02-13,16:58:13,Loitering,41.841,-87.5992,8058 Park Ln,Central,Reported loitering incident at 8058 Park Ln.,Active,27
2025-02-13,18:42:48,Burglary,41.871,-87.5536,8739 Maple Dr,West,Reported burglary incident at 8739 Maple Dr.,Active,38
2025-02-13,23:34:07,Drug Possession,41.8813,-87.7052,110 Broadway,Uptown,Reported drug possession incident at 110 Broadway.,Active,10
2025-02-14,01:05:29,Drug Trafficking,41.89,-87.5642,6725 Maple Dr,East,Reported drug trafficking incident at 6725 Maple Dr.,Cleared by Arrest,37
2025-02-14,05:03:30,Violent Disorder,41.9583,-87.6584,470 Main St,West,Reported violent disorder incident at 470 Main St.,Cleared by Arrest,52
2025-02-14,16:43:14,Simple Assault,41.8671,-87.6201,9025 Park Ln,North,Reported simple assault incident at 9025 Park Ln.,Closed,51
2025-02-14,18:37:34,Violent Disorder,41.9277,-87.5374,7322 Elm St,Suburban,Reported violent disorder incident at 7322 Elm St.,Under Investigation,10
2025-02-15,00:17:54,Property Theft,41.9254,-87.6598,5806 Main St,Uptown,Reported property theft incident at 5806 Main St.,Cleared by Arrest,33
2025-02-15,07:10:43,Narcotics Distribution,41.7932,-87.6057,3556 Maple Dr,Uptown,Reported narcotics distribution incident at 3556 Maple Dr.,Closed,25
2025-02-15,08:38:37,Larceny,41.9133,-87.5434,4456 Washington Blvd,Suburban,Reported larceny incident at 4456 Washington Blvd.,Cleared by Arrest,28
2025-02-15,09:26:17,Larceny,41.9061,-87.6704,6007 Park Ln,East,Reported larceny incident at 6007 Park Ln.,Active,9
2025-02-15,14:56:57,Public Intoxication,41.805,-87.5355,3561 Park Ln,Uptown,Reported public intoxication incident at 3561 Park Ln.,Cleared by Arrest,44
2025-02-15,16:23:06,Vandalism,41.8311,-87.6309,6512 Main St,North,Reported vandalism incident at 6512 Main St.,Cleared by Arrest,39
2025-02-15,17:34:44,Narcotics Distribution,41.8119,-87.6118,3577 Park Ln,West,Reported narcotics distribution incident at 3577 Park Ln.,Cleared by Arrest,41
2025-02-15,21:09:48,Larceny,41.8674,-87.667,5237 Main St,South,Reported larceny incident at 5237 Main St.,Active,47
2025-02-15,22:12:35,Larceny,41.9689,-87.5971,3840 Park Ln,Suburban,Reported larceny incident at 3840 Park Ln.,Active,51
2025-02-15,22:49:25,Arson,41.8554,-87.6903,438 Broadway,Suburban,Reported arson incident at 438 Broadway.,Under Investigation,38
2025-02-16,10:39:22,Burglary,41.8444,-87.6694,8663 Elm St,Suburban,Reported burglary incident at 8663 Elm St.,Active,24
2025-02-16,13:52:12,Arson,41.8994,-87.5854,6456 Broadway,Central,Reported arson incident at 6456 Broadway.,Cleared by Arrest,30
2025-02-16,19:44:11,Aggravated Assault,41.9746,-87.5551,6602 Broadway,West,Reported aggravated assault incident at 6602 Broadway.,Under Investigation,54
2025-02-16,23:59:39,Arson,41.8441,-87.5852,6007 Main St,Downtown,Reported arson incident at 6007 Main St.,Active,57
2025-02-17,00:05:07,Simple Assault,41.8916,-87.6285,8326 Broadway,Central,Reported simple assault incident at 8326 Broadway.,Cleared by Arrest,20
2025-02-17,05:51:20,Burglary,41.9598,-87.6033,9155 Park Ln,West,Reported burglary incident at 9155 Park Ln.,Active,51
2025-02-17,06:42:33,Robbery,41.8053,-87.5791,2149 Oak Ave,Central,Reported robbery incident at 2149 Oak Ave.,Closed,48
2025-02-17,08:17:23,Vandalism,41.8077,-87.7221,9986 Park Ln,Suburban,Reported vandalism incident at 9986 Park Ln.,Under Investigation,8
2025-02-17,09:42:35,Arson,41.9309,-87.6652,7966 Main St,Suburban,Reported arson incident at 7966 Main St.,Cleared by Arrest,55
2025-02-17,11:08:18,Loitering,41.9133,-87.6609,7784 Oak Ave,Downtown,Reported loitering incident at 7784 Oak Ave.,Under Investigation,49
2025-02-17,14:24:29,Robbery,41.8073,-87.5567,439 Broadway,South,Reported robbery incident at 439 Broadway.,Under Investigation,15
2025-02-17,16:02:37,Property Theft,41.9383,-87.692,4350 Cedar St,Downtown,Reported property theft incident at 4350 Cedar St.,Under Investigation,50
2025-02-17,22:18:41,Disorderly Conduct,41.9203,-87.6364,607 Maple Dr,South,Reported disorderly conduct incident at 607 Maple Dr.,Active,45
2025-02-18,07:11:50,Vandalism,41.9444,-87.5801,2686 Cedar St,West,Reported vandalism incident at 2686 Cedar St.,Active,25
2025-02-18,11:25:24,Aggravated Assault,41.7876,-87.5474,2614 Oak Ave,Downtown,Reported aggravated assault incident at 2614 Oak Ave.,Cleared by Arrest,56
2025-02-18,12:21:03,Traffic Violation,41.8371,-87.5527,3394 Washington Blvd,Central,Reported traffic violation incident at 3394 Washington Blvd.,Under Investigation,13
2025-02-18,12:35:53,Robbery,41.9159,-87.7033,2377 Broadway,Uptown,Reported robbery incident at 2377 Broadway.,Active,58
2025-02-18,13:15:12,Arson,41.9287,-87.6306,5364 Main St,Uptown,Reported arson incident at 5364 Main St.,Under Investigation,58
2025-02-18,14:34:47,Robbery,41.8831,-87.6554,8772 Broadway,Downtown,Reported robbery incident at 8772 Broadway.,Under Investigation,33
2025-02-18,15:48:01,Aggravated Assault,41.882,-87.5898,9972 Elm St,Uptown,Reported aggravated assault incident at 9972 Elm St.,Active,24
2025-02-18,16:37:39,Larceny,41.8226,-87.6727,716 Broadway,Suburban,Reported larceny incident at 716 Broadway.,Under Investigation,34
2025-02-18,20:12:14,Loitering,41.8404,-87.5419,9097 Broadway,West,Reported loitering incident at 9097 Broadway.,Under Investigation,42
2025-02-18,21:15:39,Fraud,41.8565,-87.5313,4612 Main St,Central,Reported fraud incident at 4612 Main St.,Closed,39
2025-02-19,00:20:38,Loitering,41.8724,-87.6859,8073 Oak Ave,Uptown,Reported loitering incident at 8073 Oak Ave.,Under Investigation,9
2025-02-19,03:55:16,Motor Vehicle Theft,41.8121,-87.5571,3630 Oak Ave,Suburban,Reported motor vehicle theft incident at 3630 Oak Ave.,Closed,28
2025-02-19,05:10:55,Loitering,41.8068,-87.6475,1116 Park Ln,Suburban,Reported loitering incident at 1116 Park Ln.,Active,5
2025-02-19,14:37:29,Narcotics Distribution,41.9287,-87.5923,4034 Cedar St,Downtown,Reported narcotics distribution incident at 4034 Cedar St.,Closed,39
2025-02-19,16:13:21,Property Theft,41.8662,-87.7278,105 Park Ln,Central,Reported property theft incident at 105 Park Ln.,Active,8
2025-02-19,16:32:41,Narcotics Distribution,41.8267,-87.5634,757 Main St,North,Reported narcotics distribution incident at 757 Main St.,Closed,7
2025-02-19,21:38:16,Arson,41.8559,-87.6363,4221 Washington Blvd,Uptown,Reported arson incident at 4221 Washington Blvd.,Closed,6
2025-02-19,22:03:48,Drug Possession,41.9724,-87.5552,8406 Maple Dr,Central,Reported drug possession incident at 8406 Maple Dr.,Closed,6
2025-02-20,06:06:59,Arson,41.9742,-87.6221,6442 Park Ln,Suburban,Reported arson incident at 6442 Park Ln.,Active,20
2025-02-20,06:29:10,Motor Vehicle Theft,41.8704,-87.5599,3619 Cedar St,Suburban,Reported motor vehicle theft incident at 3619 Cedar St.,Closed,34
2025-02-20,09:59:07,Homicide,41.8611,-87.626,9137 Elm St,Uptown,Reported homicide incident at 9137 Elm St.,Cleared by Arrest,12
2025-02-20,13:10:16,Simple Assault,41.9398,-87.7165,3155 Oak Ave,North,Reported simple assault incident at 3155 Oak Ave.,Active,6
2025-02-20,16:06:15,Robbery,41.8026,-87.5614,274 Elm St,North,Reported robbery incident at 274 Elm St.,Cleared by Arrest,12
2025-02-20,17:34:15,Vandalism,41.9093,-87.7256,1753 Oak Ave,West,Reported vandalism incident at 1753 Oak Ave.,Under Investigation,35
2025-02-20,20:59:50,Homicide,41.9038,-87.543,1346 Main St,Suburban,Reported homicide incident at 1346 Main St.,Cleared by Arrest,59
2025-02-20,21:35:58,Vandalism,41.9739,-87.5724,8900 Washington Blvd,East,Reported vandalism incident at 8900 Washington Blvd.,Under Investigation,19
2025-02-20,21:54:14,Burglary,41.8219,-87.5629,9904 Park Ln,Uptown,Reported burglary incident at 9904 Park Ln.,Under Investigation,9
2025-02-21,00:15:01,Vandalism,41.914,-87.721,4163 Washington Blvd,South,Reported vandalism incident at 4163 Washington Blvd.,Closed,48
2025-02-21,00:16:14,Homicide,41.9092,-87.6088,5018 Broadway,South,Reported homicide incident at 5018 Broadway.,Active,41
2025-02-21,04:29:49,Drug Trafficking,41.9576,-87.6824,2643 Cedar St,South,Reported drug trafficking incident at 2643 Cedar St.,Active,52
2025-02-21,04:38:00,Arson,41.9418,-87.6105,5911 Park Ln,Suburban,Reported arson incident at 5911 Park Ln.,Cleared by Arrest,36
2025-02-21,11:24:10,Vandalism,41.8945,-87.6566,2315 Maple Dr,Uptown,Reported vandalism incident at 2315 Maple Dr.,Active,7
2025-02-21,11:46:00,Narcotics Distribution,41.8539,-87.6796,7125 Washington Blvd,Central,Reported narcotics distribution incident at 7125 Washington Blvd.,Cleared by Arrest,60
2025-02-21,13:45:09,Property Theft,41.7934,-87.5799,8807 Main St,West,Reported property theft incident at 8807 Main St.,Under Investigation,11
2025-02-21,15:15:04,Aggravated Assault,41.9721,-87.5595,3470 Broadway,East,Reported aggravated assault incident at 3470 Broadway.,Cleared by Arrest,5
2025-02-21,19:06:27,Drug Trafficking,41.8885,-87.5318,3991 Cedar St,Uptown,Reported drug trafficking incident at 3991 Cedar St.,Cleared by Arrest,34
2025-02-22,09:57:17,Larceny,41.9639,-87.5306,9390 Washington Blvd,Central,Reported larceny incident at 9390 Washington Blvd.,Active,41
2025-02-22,15:20:17,Disorderly Conduct,41.8417,-87.6567,1807 Main St,North,Reported disorderly conduct incident at 1807 Main St.,Closed,13
2025-02-22,15:43:53,Motor Vehicle Theft,41.9242,-87.6692,8821 Elm St,North,Reported motor vehicle theft incident at 8821 Elm St.,Closed,8
2025-02-22,21:07:24,Drug Possession,41.8927,-87.7068,6338 Oak Ave,South,Reported drug possession incident at 6338 Oak Ave.,Cleared by Arrest,32
2025-02-23,07:42:47,Property Theft,41.9105,-87.6671,7304 Elm St,Downtown,Reported property theft incident at 7304 Elm St.,Closed,53
2025-02-23,18:05:26,Aggravated Assault,41.8482,-87.6579,4039 Maple Dr,Uptown,Reported aggravated assault incident at 4039 Maple Dr.,Closed,39
2025-02-24,00:18:03,Aggravated Assault,41.867,-87.5953,8323 Elm St,Suburban,Reported aggravated assault incident at 8323 Elm St.,Cleared by Arrest,24
2025-02-24,04:41:01,Burglary,41.9497,-87.5897,651 Elm St,Downtown,Reported burglary incident at 651 Elm St.,Under Investigation,54
2025-02-24,08:06:41,Property Theft,41.7868,-87.5312,7745 Main St,Central,Reported property theft incident at 7745 Main St.,Cleared by Arrest,9
2025-02-24,16:52:51,Burglary,41.9129,-87.5976,2354 Maple Dr,West,Reported burglary incident at 2354 Maple Dr.,Closed,23
2025-02-25,00:56:10,Violent Disorder,41.9746,-87.6096,3966 Park Ln,South,Reported violent disorder incident at 3966 Park Ln.,Cleared by Arrest,41
